from date,PM2.5,PM10,NO2,NO,NOx,NH3,SO2,CO,Ozone,AT,WS,WD,RH,BP,SR,RF,to date,station
07-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,08-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
08-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,09-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
09-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,10-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
10-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,11-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
11-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,12-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
12-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,13-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
13-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,14-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
14-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,15-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
15-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,16-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
16-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,17-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
17-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,18-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
18-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,19-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
19-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,20-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
20-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,21-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
21-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,22-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
22-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,23-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
23-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,24-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
24-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,25-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
25-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,26-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
26-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,27-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
27-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,28-Feb-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
28-Feb-2019 - 00:00,,,,,,,,,,,,,,,,,01-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
01-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,02-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
02-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,03-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
03-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,04-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
04-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,05-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
05-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,06-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
06-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,07-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
07-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,08-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
08-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,09-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
09-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,10-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
10-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,11-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
11-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,12-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
12-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,13-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
13-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,14-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
14-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,15-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
15-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,16-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
16-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,17-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
17-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,18-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
18-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,19-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
19-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,20-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
20-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,21-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
21-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,22-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
22-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,23-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
23-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,24-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
24-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,25-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
25-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,26-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
26-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,27-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
27-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,28-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
28-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,29-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
29-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,30-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
30-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,31-Mar-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
31-Mar-2019 - 00:00,,,,,,,,,,,,,,,,,01-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
01-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,02-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
02-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,03-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
03-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,04-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
04-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,05-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
05-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,06-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
06-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,07-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
07-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,08-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
08-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,09-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
09-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,10-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
10-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,11-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
11-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,12-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
12-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,13-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
13-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,14-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
14-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,15-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
15-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,16-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
16-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,17-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
17-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,18-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
18-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,19-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
19-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,20-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
20-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,21-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
21-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,22-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
22-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,23-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
23-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,24-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
24-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,25-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
25-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,26-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
26-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,27-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
27-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,28-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
28-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,29-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
29-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,30-Apr-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
30-Apr-2019 - 00:00,,,,,,,,,,,,,,,,,01-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
01-May-2019 - 00:00,,,,,,,,,,,,,,,,,02-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
02-May-2019 - 00:00,,,,,,,,,,,,,,,,,03-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
03-May-2019 - 00:00,,,,,,,,,,,,,,,,,04-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
04-May-2019 - 00:00,,,,,,,,,,,,,,,,,05-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
05-May-2019 - 00:00,,,,,,,,,,,,,,,,,06-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
06-May-2019 - 00:00,,,,,,,,,,,,,,,,,07-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
07-May-2019 - 00:00,,,,,,,,,,,,,,,,,08-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
08-May-2019 - 00:00,,,,,,,,,,,,,,,,,09-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
09-May-2019 - 00:00,,,,,,,,,,,,,,,,,10-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
10-May-2019 - 00:00,,,,,,,,,,,,,,,,,11-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
11-May-2019 - 00:00,,,,,,,,,,,,,,,,,12-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
12-May-2019 - 00:00,,,,,,,,,,,,,,,,,13-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
13-May-2019 - 00:00,,,,,,,,,,,,,,,,,14-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
14-May-2019 - 00:00,,,,,,,,,,,,,,,,,15-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
15-May-2019 - 00:00,,,,,,,,,,,,,,,,,16-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
16-May-2019 - 00:00,,,,,,,,,,,,,,,,,17-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
17-May-2019 - 00:00,,,,,,,,,,,,,,,,,18-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
18-May-2019 - 00:00,,,,,,,,,,,,,,,,,19-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
19-May-2019 - 00:00,,,,,,,,,,,,,,,,,20-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
20-May-2019 - 00:00,,,,,,,,,,,,,,,,,21-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
21-May-2019 - 00:00,,,,,,,,,,,,,,,,,22-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
22-May-2019 - 00:00,,,,,,,,,,,,,,,,,23-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
23-May-2019 - 00:00,,,,,,,,,,,,,,,,,24-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
24-May-2019 - 00:00,,,,,,,,,,,,,,,,,25-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
25-May-2019 - 00:00,,,,,,,,,,,,,,,,,26-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
26-May-2019 - 00:00,,,,,,,,,,,,,,,,,27-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
27-May-2019 - 00:00,,,,,,,,,,,,,,,,,28-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
28-May-2019 - 00:00,,,,,,,,,,,,,,,,,29-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
29-May-2019 - 00:00,,,,,,,,,,,,,,,,,30-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
30-May-2019 - 00:00,,,,,,,,,,,,,,,,,31-May-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
31-May-2019 - 00:00,,,,,,,,,,,,,,,,,01-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
01-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,02-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
02-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,03-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
03-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,04-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
04-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,05-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
05-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,06-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
06-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,07-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
07-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,08-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
08-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,09-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
09-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,10-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
10-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,11-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
11-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,12-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
12-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,13-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
13-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,14-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
14-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,15-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
15-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,16-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
16-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,17-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
17-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,18-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
18-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,19-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
19-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,20-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
20-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,21-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
21-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,22-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
22-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,23-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
23-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,24-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
24-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,25-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
25-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,26-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
26-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,27-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
27-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,28-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
28-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,29-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
29-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,30-Jun-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
30-Jun-2019 - 00:00,,,,,,,,,,,,,,,,,01-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
01-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,02-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
02-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,03-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
03-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,04-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
04-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,05-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
05-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,06-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
06-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,07-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
07-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,08-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
08-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,09-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
09-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,10-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
10-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,11-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
11-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,12-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
12-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,13-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
13-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,14-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
14-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,15-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
15-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,16-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
16-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,17-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
17-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,18-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
18-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,19-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
19-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,20-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
20-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,21-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
21-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,22-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
22-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,23-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
23-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,24-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
24-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,25-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
25-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,26-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
26-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,27-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
27-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,28-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
28-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,29-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
29-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,30-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
30-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,31-Jul-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
31-Jul-2019 - 00:00,,,,,,,,,,,,,,,,,01-Aug-2019 - 00:00,"Gole Bazar, Katni - MPPCB"
